,text,labels
508,Leaf water potential was highly correlated with needle water content when measurements were taken under low transpiration conditions which minimized the flow-related component of water potential,B-Agr B-Agr I-Agr O O O O O B-Agr O O B-Agr O O O O B-Agr O O O O O O O B-Agr O
509,unlike waste paper collection methods are examined: (1) distinguish collection; (2) collection through downstream selection of solid urban wastes; (3) collection carried out with the collaboration of schools; (4) collection carried out in deconcentrate points in the district territory; (5) a flower in exchange for your waste paper collection,O B-Agr I-Agr B-Agr B-Agr O O O O B-Agr O B-Agr O O B-Agr O O B-Agr B-Agr O B-Agr O O O O B-Agr O B-Agr O B-Agr O O O O B-Agr O O O B-Agr O O O O O O O B-Agr I-Agr B-Agr
510,The drip irrigation on sandy soil has to be supplementary without exception with the regular supply of nutrients and organic substances improving the soil structure,O O B-Agr O O B-Agr O O O O O O O O O B-Agr O B-Agr O O B-Agr O O B-Agr O
511,The influence of environment variety and harvesting date on sugar beet yields are here taken into circumstance,O O O B-Agr B-Agr O B-Agr I-Agr O B-Agr I-Agr B-Agr O O O O O
512,Based on the extremum in grain filling activity the varieties were classified-ad into four groups,O O O O O B-Agr B-Agr O O B-Agr O O O O B-Agr
513,The linolenic acid (18:3) message of lipids from young leaves was chiefly affected by light and temperature,O B-Agr I-Agr O O O B-Agr O O B-Agr O O O O B-Agr O B-Agr
514,Kinghorn at assorted stages of senescence demo no significant alteration in fatty acid saturation with advancing senescence,O O O B-Agr O B-Agr O O O O O O O B-Agr O O B-Agr
515,A 2-year rotation (autumn winter cereal-sugar beet) was compared with a 4-year rotation (autumn winter cereals - maize-autumn winter cereal-sugar beet),O O O O B-Agr B-Agr I-Agr O O O O O O O B-Agr B-Agr O B-Agr B-Agr B-Agr O
516,Ultrastructural observations of dead cells in different stages of necrosis were made,O B-Agr O O B-Agr O O B-Agr O B-Agr O O
517,Phosphorus content is low in the soil and moderate in its supported vegetation,B-Agr I-Agr O O O O B-Agr O O O O O B-Agr
518,Bacteriological investigations performed on aborted foetuses and on blood samples from serologically positive animals were negative,O O O O O B-Agr O O B-Agr B-Agr O O O B-Agr O O
519,A quantitative and qualitative analysis was besides performed on deer meat,O O O B-Agr I-Agr O O O O B-Agr B-Agr
520,Results obtained on samples taken at various stages of the distilling process showed that macromolecular DNA is always about 6,B-Agr O O B-Agr O O O B-Agr O O B-Agr O O O O B-Agr O O O O
521,Eight groups of citrus varieties grown in Spain were included in this study,O B-Agr O B-Agr B-Agr O O B-Agr O O O O O
522,Zn is replenished by increasing consumption of meat and dairy products,O O O O O B-Agr O B-Agr O O B-Agr
523,In the nowadays paper the first order partial correlation coefficients between the total and extractible boron molybdenum and cobalt with the other soil properties are construe for the refer main group of samples,O O O B-Agr O O B-Agr O B-Agr O O O O O O B-Agr B-Agr O B-Agr O O O B-Agr I-Agr O O O O O O O O B-Agr
524,Grain number per m('2) grains per panicle and yield demo a negative relationship with grain size,B-Agr O O O B-Agr O O O O O O O O O B-Agr B-Agr
525,Diapausing larvae can be establish in winter in the discharge mummified berries,O B-Agr O O O O B-Agr O O O O B-Agr
526,permutation of sphagnum peat with composted sawdust reduced the leaf area and dry weight of Impatiens walleriana perchance due to a small lessening in the available water in the media,O O B-Agr B-Agr O O B-Agr O O B-Agr I-Agr O O B-Agr O B-Agr I-Agr O O O O O O O O O B-Agr O O O
527,Some examinations on pollen grains have shown some polymorphism with regard to pollen grain size,O O O B-Agr B-Agr O O O B-Agr O O O B-Agr B-Agr B-Agr
528,Ultrastructural observations of dead cells in unlike stages of necrosis were made,O B-Agr O O B-Agr O O B-Agr O B-Agr O O
529,The drip irrigation on sandy soil has to be supplementary without exclusion with the regular supply of nutrients and organic substances improving the soil structure,O O B-Agr O O B-Agr O O O O O O O O O B-Agr O B-Agr O O B-Agr O O B-Agr O
530,To apply mathematical models in plant production studies we need to place agroecophysiological parameters which depict the environment influence on plant growth and development,O O B-Agr I-Agr O B-Agr B-Agr O O O O O O B-Agr O O O B-Agr O O B-Agr I-Agr O B-Agr
531,Water stress increased the endogenic ABA level of pollen grain,B-Agr B-Agr O O O B-Agr O O B-Agr B-Agr
532,The relationship between grain weight and other grain properties was investigated in four inbred lines of maize differing in seed size,O O O B-Agr B-Agr O O B-Agr B-Agr O O O O B-Agr I-Agr O B-Agr O O B-Agr B-Agr
533,For selected samples humus message texture and message of free iron- and aluminium oxides were find,O O B-Agr B-Agr O B-Agr O O O O O O B-Agr B-Agr O O
534,A hardening effect of tissue dehydration is say to be associate to an improved stability of cell membranes,O B-Agr O O B-Agr B-Agr O O O O O O O O B-Agr O O B-Agr
535,The author verifies with tests that the drip irrigation with water supplement exceeding the water-holding capacity of sandy soil results in leaching of the essential soil components determining the nutrient supply capacity of the soil such as humus CaCO(3) clay colloids from the level cultivation [0-60 cm] below the root level [70 cm],O O O O B-Agr O O O B-Agr O B-Agr O O O B-Agr O O O B-Agr B-Agr O B-Agr O O O B-Agr B-Agr O O O B-Agr O O O B-Agr O O B-Agr O B-Agr B-Agr O O O B-Agr O O O O O O O O
536,moreover the population did not give extension workers their full support,O O B-Agr O O O B-Agr B-Agr O O O
537,Molecular weights of plasmids determined from their relative mobilities after agarose gei electrophoresis resulted: 9,B-Agr I-Agr O B-Agr O O O O O O B-Agr O B-Agr O O
538,Silver carp grew more quickly in cages than bighead carp,B-Agr B-Agr O O O O B-Agr O O B-Agr
539,Rhizosphere samples from rice straw-amended (3 and 6 tons/ha) soil exhibited more pronounced nitrogen-fixing activity than the samples from unamended soil; while the activity of the rhizosphere samples from soils receiving combined nitrogen (40 and 80 kg N/ha) was relatively low,B-Agr B-Agr O B-Agr I-Agr O O O O B-Agr O O O B-Agr O O O B-Agr O O B-Agr O O O O O B-Agr B-Agr O B-Agr O O B-Agr O O O O O O O O
540,This resulted in diminish ammonium concentrations in soil and accordingly in diminish ammonia volatilization losses,O O O O B-Agr O O B-Agr O O O O B-Agr B-Agr B-Agr
541,We besides evaluated the resilience of maize leaves to solar radiation level after leaf enlargement,O O O O B-Agr O B-Agr B-Agr O B-Agr I-Agr O O O O
542,Both the yields and the nutritive values of the 18 hybrids were liken,O O B-Agr O O B-Agr I-Agr O O O B-Agr O O
543,The free amino acids - phenylalanine tryptophan tyrosine serine glutamic acid cysteine and glutamine - were detected by using thin-layer chromatography in the fermented sample extract while none were detectable in the extract of unfermented seeds,O B-Agr B-Agr I-Agr O B-Agr B-Agr B-Agr B-Agr B-Agr I-Agr B-Agr O B-Agr O O O O O O B-Agr O O O O O O O O O O O O O O B-Agr
544,The results were obtained with cows of 20 herds from 2 typical Sardinian areas (Italy),O B-Agr O O O B-Agr O O B-Agr O O O O B-Agr O
545,While the plant was affected by water stress and dry matter and fruit production was reduced the stomatal resistance to gaseous exchange and generally canopy surface temperature were not affected,O O O O O O B-Agr B-Agr O B-Agr I-Agr O O B-Agr O O O B-Agr I-Agr O O O O O B-Agr B-Agr I-Agr O O O
546,These results were obtained with cows of 20 herds from 2 typical Sardinian areas (Italy),O B-Agr O O O B-Agr O O B-Agr O O O O B-Agr O
547,Doubled plants were obtained from all 51 clones,O B-Agr O O O O O B-Agr
